0.994138 0.108119 0.000000
1.090703 0.059136 0.000000
1.088556 0.181234 0.000000
1.047559 0.291305 0.000000
1.185399 0.109358 0.000000
1.090137 -0.063933 0.000000
1.131180 0.270752 0.000000
1.185229 -0.006951 0.000000
1.194290 0.215000 0.000000
1.117804 0.362683 0.000000
1.022385 0.396359 0.000000
1.281250 0.050572 0.000000
1.203693 0.315693 0.000000
1.284579 0.159692 0.000000
1.077018 -0.180090 0.000000
1.193499 -0.128038 0.000000
1.280190 -0.057472 0.000000
1.288433 0.261768 0.000000
1.375774 0.101014 0.000000
1.202403 0.429293 0.000000
0.976621 0.214970 0.000000
0.994138 -0.108119 0.000000
1.296669 -0.138979 0.000000
0.947653 0.319302 0.000000
1.291121 0.367161 0.000000
1.378157 0.206589 0.000000
0.907575 0.419889 0.000000
1.093961 0.482675 0.000000
0.973334 0.496161 0.000000
1.030330 0.566031 0.000000
1.375031 -0.004824 0.000000
0.976621 -0.214970 0.000000
1.164338 -0.241824 0.000000
1.262752 -0.216011 0.000000
1.064484 -0.302978 0.000000
1.235423 -0.288629 0.000000
1.376447 -0.108182 0.000000
0.947653 -0.319302 0.000000
1.381809 0.311694 0.000000
1.294225 0.476720 0.000000
1.368067 -0.218269 0.000000
1.200099 0.534893 0.000000
1.109715 0.592409 0.000000
0.856857 0.515554 0.000000
0.923386 0.605162 0.000000
1.021551 0.652625 0.000000
1.469440 0.043460 0.000000
1.472342 0.148620 0.000000
1.468156 -0.060792 0.000000
1.385986 0.418921 0.000000
1.474634 0.254791 0.000000
1.177630 -0.343549 0.000000
1.012652 -0.411682 0.000000
1.114925 -0.418347 0.000000
1.311654 -0.278089 0.000000
1.205208 -0.427208 0.000000
1.277435 -0.375248 0.000000
1.467098 -0.168359 0.000000
1.478966 0.361522 0.000000
1.567079 0.088869 0.000000
1.568970 0.196996 0.000000
1.561037 -0.014316 0.000000
1.295854 0.583839 0.000000
1.388720 0.527110 0.000000
1.203025 0.640495 0.000000
1.375463 -0.330070 0.000000
1.464362 -0.277120 0.000000
1.481626 0.470378 0.000000
1.571899 0.304769 0.000000
0.830088 0.696319 0.000000
0.931488 0.713527 0.000000
1.110229 0.697099 0.000000
1.022112 0.755736 0.000000
0.796093 0.605174 0.000000
1.205635 0.749213 0.000000
1.113585 0.806185 0.000000
1.561278 -0.116905 0.000000
0.962020 -0.513724 0.000000
1.071101 -0.512659 0.000000
0.907575 -0.419889 0.000000
1.176897 -0.510327 0.000000
1.370687 -0.439335 0.000000
1.279149 -0.488570 0.000000
1.559863 -0.224835 0.000000
0.903993 -0.609671 0.000000
1.014997 -0.610703 0.000000
1.129581 -0.602562 0.000000
1.574570 0.413661 0.000000
1.391354 0.635904 0.000000
1.298495 0.692559 0.000000
1.484270 0.579233 0.000000
1.463968 -0.386374 0.000000
1.558237 -0.333575 0.000000
0.845710 0.785360 0.000000
0.751177 0.793008 0.000000
0.930046 0.814809 0.000000
0.831837 0.866935 0.000000
0.725995 0.687699 0.000000
1.019949 0.862461 0.000000
1.658842 0.031588 0.000000
1.665313 0.137051 0.000000
1.654605 -0.071863 0.000000
1.664719 0.247963 0.000000
1.654883 -0.172179 0.000000
1.577228 0.522534 0.000000
